#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
,MAR03905,,ethanol[c] + NAD+[c] => acetaldehyde[c] + H+[c] + NADH[c],1.1.1.1;1.1.1.71,Adh1 or Adh4 or Adh5 or Adh6b or Adh7 or Adhfe1 or Zadh2,,,,,,Glycolysis / Gluconeogenesis,,,PMID:10868354;PMID:12491384;PMID:12818203;PMID:14674758;PMID:15289102;PMID:15299346;PMID:15327949;PMID:15682493;PMID:15713978,0
,MAR11627,Transport of 1-Palmitoylglycerophosphocholine,ATP[c] + H2O[c] + 1-Palmitoylglycerophosphocholine[c] => ADP[c] + H+[c] + Pi[c] + 1-Palmitoylglycerophosphocholine[s],3.6.3.44;3.6.3.1,Abca1 or Abcb4 or Atp10a or Atp8b1 or Atp8b2,,,,,,Transport reactions,,,PMID:9070263;PMID:11355874;PMID:25947375,0
,MAR11628,Transport of 1-Stearoylglycerophosphoethanolamine,ATP[c] + H2O[c] + 1-Stearoylglycerophosphoethanolamine[c] => ADP[c] + H+[c] + Pi[c] + 1-Stearoylglycerophosphoethanolamine[s],3.6.3.1,Atp11a or Atp11c,,,,,,Transport reactions,,,PMID:25947375,0
,MAR11648,"Extracellular Transport of Digalactosylceramidesulfate, Active Transport",ATP[c] + digalactosylceramidesulfate[c] + H2O[c] => ADP[c] + digalactosylceramidesulfate[s] + H+[c] + Pi[c],3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11653,"Transport of 2-Linoleoylglycerophosphocholine, Vescicular",2-Linoleoylglycerophosphocholine[s] => 2-Linoleoylglycerophosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11654,"Transport of 2-Oleoylglycerophosphocholine, Vescicular",2-Oleoylglycerophosphocholine[s] => 2-Oleoylglycerophosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11655,"Transport of 2-Stearoylglycerophosphocholine, Vescicular",2-Stearoylglycerophosphocholine[s] => 2-Stearoylglycerophosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11656,"Transport of 1-Arachidonoyl-Glycero-3-Phosphocholine, Vescicular",1-Arachidonoyl-Glycero-3-Phosphocholine[s] => 1-Arachidonoyl-Glycero-3-Phosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11657,"Transport of 1-Docosahexaenoylglycerophosphocholine, Vescicular",1-Docosahexaenoylglycerophosphocholine[s] => 1-Docosahexaenoylglycerophosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11658,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14), Vescicular","1-Eicosadienoylglycerophosphocholine (Delta 11,14)[s] => 1-Eicosadienoylglycerophosphocholine (Delta 11,14)[c]",,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11659,"Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17), Vescicular","1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)[s] => 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)[c]",,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11660,"Transport of 1-Heptadecanoylglycerophosphocholine, Vescicular",1-Heptadecanoylglycerophosphocholine[s] => 1-Heptadecanoylglycerophosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11661,"Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12), Vescicular","1-Linoleoylglycerophosphocholine (Delta 9,12)[s] => 1-Linoleoylglycerophosphocholine (Delta 9,12)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11662,"Transport of 1-Myristoylglycerophosphocholine, Vescicular",1-Myristoylglycerophosphocholine[s] => 1-Myristoylglycerophosphocholine[c],,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11663,"Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0), Vescicular","1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)[s] => 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)[c]",,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11664,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15), Vescicular","1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)[s] => 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)[c]",,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11665,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12), Vescicular","1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)[s] => 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)[c]",,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11666,"Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0), Vescicular","1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)[s] => 1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11667,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1), Vescicular","1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)[s] => 1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11668,"Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3, Vescicular","1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3[s] => 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11669,"Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4), Vescicular","1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)[s] => 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11670,"Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5), Vescicular","1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)[s] => 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11671,"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4), Vescicular","1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)[s] => 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11672,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3, Vescicular","1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3[s] => 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11673,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6, Vescicular","1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6[s] => 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11674,"Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6), Vescicular","1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)[s] => 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11675,"Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24, Vescicular","1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24[s] => 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11676,"Transport of 1-Oleoylglycerophosphocholine (Delta 9), Vescicular",1-Oleoylglycerophosphocholine (Delta 9)[s] => 1-Oleoylglycerophosphocholine (Delta 9)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11677,"Transport of 1-Palmitoylglycerophosphocholine, Vescicular",1-Palmitoylglycerophosphocholine[s] => 1-Palmitoylglycerophosphocholine[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11678,"Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9), Vescicular",1-Palmitoleoylglycerophosphocholine (Delta 9)[s] => 1-Palmitoleoylglycerophosphocholine (Delta 9)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11679,"Transport of 1-Stearoylglycerophosphocholine, Vescicular",1-Stearoylglycerophosphocholine[s] => 1-Stearoylglycerophosphocholine[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11680,"Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe), Vescicular",1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)[s] => 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11681,"Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe), Vescicular",1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)[s] => 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11682,"Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe), Vescicular",1-Myristoylglycerophosphoethanolamine (C14:0 Pe)[s] => 1-Myristoylglycerophosphoethanolamine (C14:0 Pe)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11683,"Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe), Vescicular",1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)[s] => 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11684,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9), Vescicular","1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)[s] => 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11685,"Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe), Vescicular",1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)[s] => 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11686,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3), Vescicular","1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)[s] => 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11687,"Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6), Vescicular","1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)[s] => 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11688,"Transport of 2-Linoleoylglycerophosphoethanolamine, Vescicular",2-Linoleoylglycerophosphoethanolamine[s] => 2-Linoleoylglycerophosphoethanolamine[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11689,"Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine, Vescicular",1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[s] => 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[c],3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11690,"Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14), Vescicular","1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)[s] => 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11691,"Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12), Vescicular","1-Linoleoylglycerophosphoethanolamine (Delta 9,12)[s] => 1-Linoleoylglycerophosphoethanolamine (Delta 9,12)[c]",3.6.3.44;3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11692,"Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9), Vescicular",1-Oleoylglycerophosphoethanolamine (Delta 9)[s] => 1-Oleoylglycerophosphoethanolamine (Delta 9)[c],3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11693,"Transport of 1-Palmitoylglycerophosphoethanolamine, Vescicular",1-Palmitoylglycerophosphoethanolamine[s] => 1-Palmitoylglycerophosphoethanolamine[c],3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11694,"Transport of 1-Stearoylglycerophosphoethanolamine, Vescicular",1-Stearoylglycerophosphoethanolamine[s] => 1-Stearoylglycerophosphoethanolamine[c],3.6.3.1,,,,,,,Transport reactions,,,PMID:10856719,0
,MAR11695,"Extracellular Transport of Sphingomyeline, Active Transport",ATP[c] + H2O[c] + SM pool[c] => ADP[c] + H+[c] + Pi[c] + SM pool[s],3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11696,"Transport of Sphingomyelin (D18:0/24:1), Active Transport","ATP[c] + H2O[c] + Sm (D18:0/24:1), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:0/24:1), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11697,Transport of Sphingomyelin (D18:0/24:1) Vescicular Transport,"Sm (D18:0/24:1), Sphingomyelin[s] => Sm (D18:0/24:1), Sphingomyelin[c]",3.6.3.1,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11698,"Transport of Sphingomyelin (D18:1/14:0), Active Transport","ATP[c] + H2O[c] + Sm (D18:1/14:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/14:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11699,"Transport of Sphingomyelin (D18:1/14:0), Vescicular Transport","Sm (D18:1/14:0), Sphingomyelin[s] => Sm (D18:1/14:0), Sphingomyelin[c]",3.6.3.1,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11700,"Transport of Sphingomyelin (D18:1/15:0), Active Transport","ATP[c] + H2O[c] + Sm (D18:1/15:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/15:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11701,"Transport of Sphingomyelin (D18:1/15:0), Vescicular Transport","Sm (D18:1/15:0), Sphingomyelin[s] => Sm (D18:1/15:0), Sphingomyelin[c]",3.6.3.1,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11702,"Transport of Sphingomyelin (D18:1/16:0), Active Transport","ATP[c] + H2O[c] + Sm (D18:1/16:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/16:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11703,"Transport of Sphingomyelin (D18:1/16:0), Vescicular Transport","Sm (D18:1/16:0), Sphingomyelin[s] => Sm (D18:1/16:0), Sphingomyelin[c]",3.6.3.1,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11704,"Transport of Sphingomyelin (D18:1/16:1), Active Transport","ATP[c] + H2O[c] + Sm (D18:1/16:1), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/16:1), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11705,"Transport of Sphingomyelin (D18:1/16:1), Vescicular Transport","Sm (D18:1/16:1), Sphingomyelin[s] => Sm (D18:1/16:1), Sphingomyelin[c]",3.6.3.1,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11706,"Transport of Sphingomyelin (D18:1/17:0), Active","ATP[c] + H2O[c] + Sm (D18:1/17:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/17:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11707,"Transport of Sphingomyelin (D18:1/17:0), Vescicular","Sm (D18:1/17:0), Sphingomyelin[s] => Sm (D18:1/17:0), Sphingomyelin[c]",3.6.3.1,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11708,"Transport of Sphingomyelin (D18:1/18:0), Active","ATP[c] + H2O[c] + Sm (D18:1/18:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/18:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11709,"Transport of Sphingomyelin (D18:1/18:0), Vescicular","Sm (D18:1/18:0), Sphingomyelin[s] => Sm (D18:1/18:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11710,"Transport of Sphingomyelin (D18:1/18:1), Active","ATP[c] + H2O[c] + Sm (D18:1/18:1), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/18:1), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11711,"Transport of Sphingomyelin (D18:1/18:1), Vescicular","Sm (D18:1/18:1), Sphingomyelin[s] => Sm (D18:1/18:1), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11712,"Transport of Sphingomyelin (D18:1/20:0), Active","ATP[c] + H2O[c] + Sm (D18:1/20:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/20:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11713,"Transport of Sphingomyelin (D18:1/20:0), Vescicular","Sm (D18:1/20:0), Sphingomyelin[s] => Sm (D18:1/20:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11714,"Transport of Sphingomyelin (D18:1/20:1), Active","ATP[c] + H2O[c] + Sm (D18:1/20:1), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/20:1), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11715,"Transport of Sphingomyelin (D18:1/20:1), Vescicular","Sm (D18:1/20:1), Sphingomyelin[s] => Sm (D18:1/20:1), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11716,"Transport of Sphingomyelin (D18:1/21:0), Active","ATP[c] + H2O[c] + Sm (D18:1/21:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/21:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11717,"Transport of Sphingomyelin (D18:1/21:0), Vescicular","Sm (D18:1/21:0), Sphingomyelin[s] => Sm (D18:1/21:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11718,"Transport of Sphingomyelin (D18:1/22:0), Active Transport","ATP[c] + H2O[c] + Sm (D18:1/22:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/22:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11719,"Transport of Sphingomyelin (D18:1/22:0), Vescicular Transport","Sm (D18:1/22:0), Sphingomyelin[s] => Sm (D18:1/22:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11720,"Transport of Sphingomyelin (D18:1/22:1), Active","ATP[c] + H2O[c] + Sm (D18:1/22:1), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/22:1), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11721,"Transport of Sphingomyelin (D18:1/22:1), Vescicular","Sm (D18:1/22:1), Sphingomyelin[s] => Sm (D18:1/22:1), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11722,"Transport of Sphingomyelin (D18:1/23:0), Active","ATP[c] + H2O[c] + Sm (D18:1/23:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:1/23:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11723,"Transport of Sphingomyelin (D18:1/23:0), Vescicular","Sm (D18:1/23:0), Sphingomyelin[s] => Sm (D18:1/23:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11724,"Transport of Sphingomyelin (D18:0/24:0), Active Transport","ATP[c] + H2O[c] + Sm (D18:0/24:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:0/24:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11725,"Transport of Sphingomyelin (D18:0/24:0), Vescicular Transport","Sm (D18:0/24:0), Sphingomyelin[s] => Sm (D18:0/24:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11726,"Transport of Sphingomyelin (D18:0/25:0), Active Transport","ATP[c] + H2O[c] + Sm (D18:0/25:0), Sphingomyelin[c] => ADP[c] + H+[c] + Pi[c] + Sm (D18:0/25:0), Sphingomyelin[s]",3.6.3.44,Abcb1a or Abcc1,,,,,,Transport reactions,,,,0
,MAR11727,"Transport of Sphingomyelin (D18:0/25:0), Vescicular Transport","Sm (D18:0/25:0), Sphingomyelin[s] => Sm (D18:0/25:0), Sphingomyelin[c]",,,,,,,,Transport reactions,,,PMID:11581500;PMID:10856719,0
,MAR11736,"Hydrolysis of Trans7, 10-Hexadecadienoylcoa to 7Z, 10Z-Hexadecadienoic Acid","H2O[m] + Trans7,10-Hexadecadienoyl Coenzyme A[m] => CoA[m] + H+[m] + 7Z,10Z-Hexadecadienoic Acid[m]",3.1.2.2,Acot13 or Acot2 or Acot7 or Acot8,,,,,,Fatty acid oxidation,,,PMID:11755680,0
,MAR11740,"Hydrolysis of 7, 10, 13-Hexadecatrienoylcoa to 7, 10, 13-Hexadecatrienoic Acid","H2O[m] + 7,10,13-Hexadecatrienoyl Coenzyme A[m] => CoA[m] + H+[m] + (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid[m]",3.1.2.2,Acot13 or Acot2 or Acot7 or Acot8,,,,,,Fatty acid oxidation,,,PMID:11755680,0
,MAR11744,Dehydrogenation of Heptadecanoyl Coa,FAD[m] + heptadecanoyl-CoA[m] => FADH2[m] + Trans-Delta-2-Heptadecanoyl Coenzyme A[m],1.3.8.8,Acadl,,,,,,Fatty acid oxidation,,,"?? Murray, R.K., Bender, D. A., Botham, K. M., Kennelly, P. J.,  Rodwell, V. W., Weil, P. A. A lange medical book: Harper's illustrated Biochemistry, (Mc Graw Hill Medical, New York, NY, 2009).",0
,MAR11745,Hydrolysis of Heptadecenoyl Coa,H2O[m] + Trans-Delta-2-Heptadecanoyl Coenzyme A[m] => CoA[m] + H+[m] + Trans-Delta-2-Heptadecanoic Acid[m],3.1.2.2,Acot13 or Acot2 or Acot7 or Acot8,,,,,,Fatty acid oxidation,,,PMID:11755680,0
,MAR11749,"Hydrolysis of Trans, Cis, Cis-2, 11, 14-Eicosatrienoyl Coenzyme A to Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid","H2O[c] + trans,cis,cis-2,11,14-eicosatrienoyl-CoA[c] => CoA[c] + H+[c] + Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid[c]",3.1.2.2,Acot1 or Acot11 or Acot13 or Acot2 or Acot3 or Acot7,,,,,,Fatty acid oxidation,,,PMID:11755680,0
,MAR11752,"Hydrolysis of 5, 8, 11, 14, 17-Eicosapentenoylcoa to 5, 8, 11, 14, 17-Eicosapentenoic Acid","H2O[m] + 5,8,11,14,17-Eicosapentenoyl Coenzyme A[m] => CoA[m] + H+[m] + 5,8,11,14,17-Eicosapentenoic Acid[m]",3.1.2.2,Acot13 or Acot2 or Acot7 or Acot8,,,,,,Fatty acid oxidation,,,PMID:11755680,0
,MAR11777,"S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase, Extracellular",histamine[s] + SAM[s] => H+[s] + SAH[s] + N-methylhistamine[s],,Hnmt,,,,,,Transport reactions,,,PMID:12358773,0
,MAR11780,"2-Hydroxyphenylacetate Proton Symport, Cytosol",2-hydroxyphenylacetate[c] + H+[c] <=> H+[s] + 2-hydroxyphenylacetate[s],3.6.3.44,Slc16a1,,,,,,Transport reactions,,,PMID:15686408,0
,MAR11785,Transport by Monocarboxylate Transporter-2 into Extracellular Space,H+[s] + 2-oxobutyrate[s] <=> 2-oxobutyrate[c] + H+[c],,Slc16a7,,,,,,Transport reactions,,,PMID:9786900;PMID:17502341,0
,MAR11786,Transport by ABCg2 into Extracellular Space,ATP[c] + H2O[c] + protoporphyrin[c] => ADP[c] + H+[c] + Pi[c] + protoporphyrin[s],3.6.3.44,Abcg2,,,,,,Transport reactions,,,PMID:20705604,0
