ReactionID,MinFlux,MaxFlux,Compartment
MAR07992,0,0.012483246,Beta-alanine metabolism
MAR07647,0,0.056257342,Metabolism of other amino acids
MAR08372,0,0,Amino sugar and nucleotide sugar metabolism
MAR07172,0,0,O-glycan metabolism
MAR07183,0,0,O-glycan metabolism
MAR08258,0,0.232682427,O-glycan metabolism
MAR07258,0,0,N-glycan metabolism
MAR07259,0,0,N-glycan metabolism
MAR07260,0,0,N-glycan metabolism
MAR07294,0,0.020388339,Transport reactions
MAR07298,0,0.027577521,Transport reactions
MAR07305,0,0.027577521,N-glycan metabolism
MAR07306,0,0.020388339,N-glycan metabolism
MAR07326,0,0.027577521,N-glycan metabolism
MAR07328,0,0,N-glycan metabolism
MAR07329,0,0,N-glycan metabolism
MAR07429,0,0.027577521,N-glycan metabolism
MAR08694,0,0,N-glycan metabolism
MAR08695,0,0,N-glycan metabolism
MAR07282,0,0.009141874,Protein modification
MAR05265,0,0,Protein degradation
MAR05266,0,0.001315474,Protein degradation
MAR05285,0,0.000463042,Protein degradation
MAR04840,0,0.027303905,Sulfur metabolism
MAR08781,0,0.570402622,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
MAR06916_Mouse-GEM,0,0.356946693,Oxidative phosphorylation
MAR04767,0,500.005,ROS detoxification
MAR00156,-0.01,0.569709089,Fatty acid activation (cytosolic)
MAR00168,-0.01,0.738370239,Fatty acid activation (cytosolic)
MAR00174,-0.01,0.763627873,Fatty acid activation (cytosolic)
MAR00180,0,0,Fatty acid activation (cytosolic)
MAR00184,-0.01,0.044029597,Fatty acid activation (cytosolic)
MAR02439,0,0,Linoleate metabolism
MAR02442,0,0,Linoleate metabolism
MAR02451,0,0,Linoleate metabolism
MAR02452,0,0,Linoleate metabolism
MAR02453,0,0,Linoleate metabolism
MAR02454,0,0,Linoleate metabolism
MAR02459,0,0,Linoleate metabolism
MAR02465,0,0,Linoleate metabolism
MAR02495,0,0.028424269,Omega-3 fatty acid metabolism
MAR02514,-0.018755302,0.026863327,Transport reactions
MAR02550,0,0,Omega-3 fatty acid metabolism
MAR02556,0,0,Omega-3 fatty acid metabolism
MAR02557,0,0,Omega-3 fatty acid metabolism
MAR02560,0,0,Omega-3 fatty acid metabolism
MAR02561,0,0,Omega-3 fatty acid metabolism
MAR02562,0,0,Omega-3 fatty acid metabolism
MAR02563,0,0,Omega-3 fatty acid metabolism
MAR02565,0,0,Omega-3 fatty acid metabolism
MAR02566,0,0,Omega-3 fatty acid metabolism
MAR02567,0,0,Omega-3 fatty acid metabolism
MAR02568,0,0,Omega-3 fatty acid metabolism
MAR02570,0,0,Omega-3 fatty acid metabolism
MAR02571,0,0,Omega-3 fatty acid metabolism
MAR02572,0,0,Omega-3 fatty acid metabolism
MAR02573,0,0,Omega-3 fatty acid metabolism
MAR02574,0,0,Omega-3 fatty acid metabolism
MAR02576,0,0,Omega-3 fatty acid metabolism
MAR02577,0,0,Omega-3 fatty acid metabolism
MAR02578,0,0,Omega-3 fatty acid metabolism
MAR02579,0,0,Omega-3 fatty acid metabolism
MAR02580,0,0,Omega-3 fatty acid metabolism
MAR02586,0,0,Omega-3 fatty acid metabolism
MAR02587,0,0,Omega-3 fatty acid metabolism
MAR02588,0,0,Omega-3 fatty acid metabolism
MAR02391,0,0.074409661,Omega-6 fatty acid metabolism
MAR00945,0,0,Arachidonic acid metabolism
MAR00949,0,0,Arachidonic acid metabolism
MAR00953,0,0,Arachidonic acid metabolism
MAR00957,0,0,Arachidonic acid metabolism
MAR00986,0,0,Arachidonic acid metabolism
MAR00987,0,0,Arachidonic acid metabolism
MAR00995,0,0,Arachidonic acid metabolism
MAR00996,0,0,Arachidonic acid metabolism
MAR00997,0,0,Arachidonic acid metabolism
MAR00998,0,0,Arachidonic acid metabolism
MAR00999,0,0,Arachidonic acid metabolism
MAR01000,0,0,Arachidonic acid metabolism
MAR01002,0,0,Arachidonic acid metabolism
MAR01003,0,0,Arachidonic acid metabolism
MAR01004,0,0,Arachidonic acid metabolism
MAR01006,0,0,Arachidonic acid metabolism
MAR01007,0,0,Arachidonic acid metabolism
MAR01008,0,0,Arachidonic acid metabolism
MAR01017,0,0,Arachidonic acid metabolism
MAR01018,0,0,Arachidonic acid metabolism
MAR01022,0,0,Arachidonic acid metabolism
MAR01023,0,0,Arachidonic acid metabolism
MAR01026,0,0,Arachidonic acid metabolism
MAR01027,0,0,Arachidonic acid metabolism
MAR01028,0,0,Arachidonic acid metabolism
MAR01034,0,0,Arachidonic acid metabolism
MAR01040,0,0,Arachidonic acid metabolism
MAR01041,0,0,Arachidonic acid metabolism
MAR01042,0,0,Arachidonic acid metabolism
MAR01055,0,0,Arachidonic acid metabolism
MAR01057,0,0,Arachidonic acid metabolism
MAR01058,0,0,Arachidonic acid metabolism
MAR01062,0,0,Arachidonic acid metabolism
MAR01063,0,0,Arachidonic acid metabolism
MAR01064,0,0,Arachidonic acid metabolism
MAR01073,0,0,Arachidonic acid metabolism
MAR01087,0,0,Leukotriene metabolism
MAR01092,0,0,Leukotriene metabolism
MAR01096,0,0,Leukotriene metabolism
MAR01097,0,0,Leukotriene metabolism
MAR01099,0,0,Leukotriene metabolism
MAR01113,0,0,Leukotriene metabolism
MAR01114,0,0,Leukotriene metabolism
MAR01115,0,0,Leukotriene metabolism
MAR01142,-0.014360662,0,Leukotriene metabolism
MAR01197,0,0,Leukotriene metabolism
MAR01198,0,0,Leukotriene metabolism
MAR01199,0,0,Leukotriene metabolism
MAR01247,0,0,Leukotriene metabolism
MAR08545,0,0,Eicosanoid metabolism
MAR08548,0,0,Eicosanoid metabolism
MAR08554,0,0,Eicosanoid metabolism
MAR08555,0,0,Eicosanoid metabolism
MAR08556,0,0,Eicosanoid metabolism
MAR03477,0,0.00716838,Acyl-CoA hydrolysis
MAR03521,0,0.006414331,Carnitine shuttle (cytosolic)
MAR03517,-0.006414257,0,Transport reactions
MAR01926,0,1000,Steroid metabolism
MAR01928,0,0,Steroid metabolism
MAR01929,0,0,Steroid metabolism
MAR02003,0,0,Steroid metabolism
MAR02004,0,0,Steroid metabolism
MAR02005,0,0,Steroid metabolism
MAR07930,0,0,Steroid metabolism
MAR07938,0,0,Steroid metabolism
MAR01967,0,0,Androgen metabolism
MAR01968,0,0,Androgen metabolism
MAR01970,0,0,Androgen metabolism
MAR01971,0,0,Androgen metabolism
MAR01552,0,0.004596692,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
MAR02038,0,0,Estrogen metabolism
MAR02049,0,0,Estrogen metabolism
MAR02051,0,0,Estrogen metabolism
MAR02055,0,0,Estrogen metabolism
MAR02057,0,0,Estrogen metabolism
MAR02064,0,0,Estrogen metabolism
MAR02079,0,0,Estrogen metabolism
MAR02091,0,0,Estrogen metabolism
MAR02102,0,0,Estrogen metabolism
MAR03538,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03539,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03541,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03542,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03543,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03544,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03546,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03548,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03549,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03550,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03553,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03555,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03556,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03557,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03558,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03559,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03560,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03561,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03562,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03563,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03564,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03565,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03566,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03567,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03568,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03569,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03570,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03571,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03572,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03573,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03579,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03580,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03582,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03583,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03584,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03585,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03591,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03592,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03594,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03595,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR03596,0,0.000127672,Formation and hydrolysis of cholesterol esters
MAR00763,-0.160989619,0.007728697,Sphingolipid metabolism
MAR08156,0,0,Sphingolipid metabolism
MAR08169,0,0,Sphingolipid metabolism
MAR08170,0,0,Sphingolipid metabolism
MAR08174,0,0,Sphingolipid metabolism
MAR08176,0,0,Sphingolipid metabolism
MAR08177,0,0,Sphingolipid metabolism
MAR08197,0,0.461579928,Sphingolipid metabolism
MAR00634,0,0.320489626,Glycerophospholipid metabolism
MAR00846,0,0.872578888,Glycosphingolipid biosynthesis-ganglio series
MAR00853,0,0.218393309,Glycosphingolipid biosynthesis-ganglio series
MAR00814,0,0,Glycosphingolipid biosynthesis-globo series
MAR00893,0,0,Glycosphingolipid biosynthesis-lacto and neolacto series
MAR00894,0,0,Glycosphingolipid biosynthesis-lacto and neolacto series
MAR00895,0,0,Glycosphingolipid biosynthesis-lacto and neolacto series
MAR00908,0,0,Glycosphingolipid biosynthesis-lacto and neolacto series
MAR00909,0,0,Glycosphingolipid biosynthesis-lacto and neolacto series
MAR00910,0,0,Glycosphingolipid biosynthesis-lacto and neolacto series
MAR00794,0,0,Glycosphingolipid metabolism
MAR08387,0,0,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
MAR01987,0,0,Glucocorticoid biosynthesis
MAR01999,0,0,Glucocorticoid biosynthesis
MAR02000,0,0,Glucocorticoid biosynthesis
MAR01308,0,0,Prostaglandin biosynthesis
MAR01310,0,0,Prostaglandin biosynthesis
MAR01315,0,0.02,Prostaglandin biosynthesis
MAR01319,0,0,Prostaglandin biosynthesis
MAR01328,0,0,Prostaglandin biosynthesis
MAR01333,0,0,Prostaglandin biosynthesis
MAR01334,0,0,Prostaglandin biosynthesis
MAR01336,0,0,Prostaglandin biosynthesis
MAR01337,0,0,Prostaglandin biosynthesis
MAR01338,0,0,Prostaglandin biosynthesis
MAR01341,0,0,Prostaglandin biosynthesis
MAR01342,0,0,Prostaglandin biosynthesis
MAR01343,0,0,Prostaglandin biosynthesis
MAR01344,0,0,Prostaglandin biosynthesis
MAR01345,0,0,Prostaglandin biosynthesis
MAR01347,0,0,Prostaglandin biosynthesis
MAR01350,0,0,Prostaglandin biosynthesis
MAR01365,0,0,Prostaglandin biosynthesis
MAR01366,0,0,Prostaglandin biosynthesis
MAR01373,0,0,Prostaglandin biosynthesis
MAR01374,0,0,Prostaglandin biosynthesis
MAR01382,0,0,Prostaglandin biosynthesis
MAR01383,0,0,Prostaglandin biosynthesis
MAR01387,0,0,Prostaglandin biosynthesis
MAR01391,0,0,Prostaglandin biosynthesis
MAR01393,0,0,Prostaglandin biosynthesis
MAR07220,0,0,Chondroitin / heparan sulfate biosynthesis
MAR07221,0,0,Chondroitin / heparan sulfate biosynthesis
MAR07222,0,0,Chondroitin / heparan sulfate biosynthesis
MAR07522,0,5.40E-05,Chondroitin / heparan sulfate biosynthesis
MAR07537,0,5.40E-05,Chondroitin / heparan sulfate biosynthesis
MAR07538,0,5.40E-05,Chondroitin / heparan sulfate biosynthesis
MAR07553,0,5.40E-05,Chondroitin / heparan sulfate biosynthesis
MAR07508,0,5.40E-05,Chondroitin sulfate degradation
MAR07533,0,5.40E-05,Chondroitin sulfate degradation
MAR07550,0,5.40E-05,Chondroitin sulfate degradation
MAR07567,0,5.40E-05,Chondroitin sulfate degradation
MAR07249,0,0,Heparan sulfate degradation
MAR07250,0,0,Heparan sulfate degradation
MAR07251,0,0,Heparan sulfate degradation
MAR07371,0,0.007073468,Keratan sulfate biosynthesis
MAR07452,0,0.02956535,Keratan sulfate biosynthesis
MAR07481,0,0.027563747,Keratan sulfate biosynthesis
MAR01620,-0.00270063,1000,Transport reactions
MAR01629,-0.002692611,0.00270063,Transport reactions
MAR01662,0,0.00270063,Bile acid biosynthesis
MAR01666,0,0.00270063,Transport reactions
MAR01668,0,0.002195756,Bile acid biosynthesis
MAR01697,0,0.002705897,Bile acid biosynthesis
MAR01701,0,0.002705897,Transport reactions
MAR01752,0,0,Transport reactions
MAR01753,0,0,Transport reactions
MAR01754,0,0,Bile acid biosynthesis
MAR01756,0,0,Bile acid biosynthesis
MAR01758,0,0,Transport reactions
MAR01759,0,0,Transport reactions
MAR01760,0,0,Bile acid biosynthesis
MAR01761,0,0,Bile acid biosynthesis
MAR01764,-0.002863833,0,Transport reactions
MAR01765,0,0.002863805,Bile acid biosynthesis
MAR01769,0,0.002863805,Bile acid biosynthesis
MAR01771,0,0.002863805,Bile acid biosynthesis
MAR01830,0,0.002700622,Bile acid biosynthesis
MAR01841,0,0,Bile acid biosynthesis
MAR01843,0,0,Bile acid biosynthesis
MAR08286,0,0,Blood group biosynthesis
MAR08288,0,0,Blood group biosynthesis
MAR08294,0,0,Blood group biosynthesis
MAR08295,0,0,Blood group biosynthesis
MAR08302,0,0,Blood group biosynthesis
MAR08307,0,0,Blood group biosynthesis
MAR08308,0,0,Blood group biosynthesis
MAR08309,0,0,Blood group biosynthesis
MAR04498,0,0.407139347,Pantothenate and CoA biosynthesis
MAR08792,0,0.814278694,Pantothenate and CoA biosynthesis
MAR06542,0,0.814278694,Inositol phosphate metabolism
MAR06587,0,0.407445527,Inositol phosphate metabolism
MAR08806,0,0.167126393,Inositol phosphate metabolism
MAR08829,0,0.814898332,Inositol phosphate metabolism
MAR06393,0,0,Ascorbate and aldarate metabolism
MAR04770,0,0,Porphyrin metabolism
MAR04773,0,0,Porphyrin metabolism
MAR06395,0,0.063695818,Porphyrin metabolism
MAR08748,0,0.542857315,Thiamine metabolism
MAR04065,0,0.814285972,Vitamin B6 metabolism
MAR02138,0,0.000108064,Vitamin D metabolism
MAR06992,0,0,Xenobiotics metabolism
MAR06994,0,0,Xenobiotics metabolism
MAR06997,0,0,Xenobiotics metabolism
MAR06999,0,0,Xenobiotics metabolism
MAR07000,0,0,Xenobiotics metabolism
MAR07006,0,0,Xenobiotics metabolism
MAR07007,0,0,Xenobiotics metabolism
MAR07008,0,0,Xenobiotics metabolism
MAR07009,0,0,Xenobiotics metabolism
MAR07010,0,0,Xenobiotics metabolism
MAR07017,0,0,Xenobiotics metabolism
MAR07018,0,0,Xenobiotics metabolism
MAR07019,0,0,Xenobiotics metabolism
MAR07020,0,0,Xenobiotics metabolism
MAR07037,0,0,Xenobiotics metabolism
MAR07042,0,0,Xenobiotics metabolism
MAR07046,0,0,Xenobiotics metabolism
MAR07047,0,0,Xenobiotics metabolism
MAR07049,0,0,Xenobiotics metabolism
MAR07052,0,0,Xenobiotics metabolism
MAR07053,0,0,Xenobiotics metabolism
MAR07054,0,0,Xenobiotics metabolism
MAR07055,0,0,Xenobiotics metabolism
MAR07056,0,0,Xenobiotics metabolism
MAR07057,0,0,Xenobiotics metabolism
MAR07058,0,0,Xenobiotics metabolism
MAR07060,0,0,Xenobiotics metabolism
MAR07062,0,0,Xenobiotics metabolism
MAR07063,0,0,Xenobiotics metabolism
MAR07067,0,0,Xenobiotics metabolism
MAR07068,0,0,Xenobiotics metabolism
MAR07069,0,0,Xenobiotics metabolism
MAR07070,0,0,Xenobiotics metabolism
MAR07073,0,0,Xenobiotics metabolism
MAR07074,0,0,Xenobiotics metabolism
MAR07081,0,0,Xenobiotics metabolism
MAR07085,0,0,Xenobiotics metabolism
MAR07086,0,0,Xenobiotics metabolism
MAR07087,0,0,Xenobiotics metabolism
MAR07090,0,0,Xenobiotics metabolism
MAR07104,0,0,Xenobiotics metabolism
MAR07106,0,0,Xenobiotics metabolism
MAR01185,0,0.014026419,Pool reactions
MAR01227,0,0.014026419,Pool reactions
MAR05234,0,0.00010321,Pool reactions
MAR05243,0,0,Pool reactions
MAR00018,-0.814278694,0.003566667,Transport reactions
MAR00019,0,1000,Transport reactions
MAR00470,0,0,Transport reactions
MAR01898,0,0,Transport reactions
MAR01901,0,0,Transport reactions
MAR01907,0,0,Transport reactions
MAR04432,0,0,Transport reactions
MAR04847,0,0.130963484,Transport reactions
MAR04993,0,0,Transport reactions
MAR05198,0,0,Transport reactions
MAR05221,0,0,Transport reactions
MAR05236,0,0.000103208,Transport reactions
MAR06069,-0.052607452,0.821030531,Transport reactions
MAR06109,0,0,Transport reactions
MAR06114,0,0,Transport reactions
MAR06120,-0.01,0.820840181,Transport reactions
MAR06130,0,0,Transport reactions
MAR06133,0,0,Transport reactions
MAR06136,-0.01,0.814572198,Transport reactions
MAR06140,0,0,Transport reactions
MAR06148,0,0,Transport reactions
MAR06151,0,0,Transport reactions
MAR06195,0,0,Transport reactions
MAR06514,0,0,Transport reactions
MAR07113,0,0,Transport reactions
MAR07119,0,0,Transport reactions
MAR07223,0,0,Transport reactions
MAR07372,0,0.007073563,Transport reactions
MAR07453,0,0.029565703,Transport reactions
MAR07482,0,0.027564075,Transport reactions
MAR07499,0,5.40E-05,Transport reactions
MAR07511,0,0,Transport reactions
MAR07523,0,5.40E-05,Transport reactions
MAR07539,0,5.40E-05,Transport reactions
MAR07555,0,5.40E-05,Transport reactions
MAR07579,0,0.026444846,Transport reactions
MAR07583,0,0.027577521,Transport reactions
MAR07685,-0.01,0.019252335,Transport reactions
MAR07736,0,0.814280133,Transport reactions
MAR07781,0,0.407208533,Transport reactions
MAR07798,0,0,Transport reactions
MAR07905,0,0.085978415,Transport reactions
MAR07997,0,0,Transport reactions
MAR08010,0,0,Transport reactions
MAR08100,0,0,Transport reactions
MAR08104,0,0,Transport reactions
MAR08154,0,0,Transport reactions
MAR08158,0,0,Transport reactions
MAR08229,0,0,Transport reactions
MAR08231,0,0,Transport reactions
MAR08253,0,0,Transport reactions
MAR08290,0,0,Transport reactions
MAR08297,0,0,Transport reactions
MAR08304,0,0,Transport reactions
MAR08311,0,0,Transport reactions
MAR08339,0,0,Transport reactions
MAR08520,-0.814281026,0.065079774,Transport reactions
MAR08618,0,1000,Transport reactions
MAR08671,0,0,Transport reactions
MAR08678,0,0,Transport reactions
MAR08714,0,0,Transport reactions
MAR08718,0,0,Transport reactions
MAR08852,0,0,Transport reactions
MAR08865,0,0,Transport reactions
MAR08870,0,0,Transport reactions
MAR08878,0,0,Transport reactions
MAR08881,0,0,Transport reactions
MAR08898,0,0,Transport reactions
MAR08899,0,0,Transport reactions
MAR08905,0,0,Transport reactions
MAR08907,0,0,Transport reactions
MAR08931,0,0,Transport reactions
MAR09635,0,0,Transport reactions
MAR09636,0,0,Transport reactions
MAR09637,0,0,Transport reactions
MAR09638,0,0,Transport reactions
MAR09640,0.044989984,0.943843779,Transport reactions
MAR09641,-0.398871564,0.507544246,Transport reactions
MAR09642,0,0.079378406,Transport reactions
MAR09644,0,0,Transport reactions
MAR09647,0,0,Transport reactions
MAR09648,0,0,Transport reactions
MAR09649,0,0,Transport reactions
MAR09650,0,0,Transport reactions
MAR09651,0,0,Transport reactions
MAR09652,0,0,Transport reactions
MAR09653,0,0,Transport reactions
MAR09654,0,0,Transport reactions
MAR09656,0,0,Transport reactions
MAR09657,0,0,Transport reactions
MAR09658,0,0,Transport reactions
MAR09659,0,0,Transport reactions
MAR09663,0,0,Transport reactions
MAR09720,0,0,Transport reactions
MAR09019,0,1000,Transport reactions
MAR00185,-0.044034133,0.01,Transport reactions
MAR00587,-0.001080581,0,Transport reactions
MAR01173,0,0.014026419,Transport reactions
MAR01187,0,0,Transport reactions
MAR01215,0,0.014026419,Transport reactions
MAR01602,-1000,0.002700631,Transport reactions
MAR01925,0,1000,Transport reactions
MAR01930,0,0,Transport reactions
MAR01936,0,0,Transport reactions
MAR01997,0,0,Transport reactions
MAR02065,0,0,Transport reactions
MAR02080,0,0,Transport reactions
MAR02094,0,0,Transport reactions
MAR02105,0,0,Transport reactions
MAR03789,0,0.036587158,Transport reactions
MAR04367,-0.570417205,0,Transport reactions
MAR05015,0,1.07084008,Transport reactions
MAR05126,0,0,Transport reactions
MAR05225,0,1000,Transport reactions
MAR05304,-0.734566314,1000,Transport reactions
MAR07998,0,0,Transport reactions
MAR08890,0,0,Transport reactions
MAR09675,0,0.353112923,Transport reactions
MAR09676,0,0.0154941,Transport reactions
MAR09677,-0.021354576,0,Transport reactions
MAR09014,0,0,Transport reactions
MAR01172,-0.014026419,0,Transport reactions
MAR01214,-0.014026419,0,Transport reactions
MAR02067,0,0,Transport reactions
MAR02082,0,0,Transport reactions
MAR02093,0,0,Transport reactions
MAR02104,0,0,Transport reactions
MAR02547,0,0,Transport reactions
MAR02575,0,0,Transport reactions
MAR03020,0,0.018371019,Transport reactions
MAR03848,0,0.002704365,Transport reactions
MAR03948,-0.046792451,0.040361311,Transport reactions
MAR04924,-0.624406862,0.001159009,Transport reactions
MAR04945,-0.007168296,0,Transport reactions
MAR05346,-0.428245406,0.415581049,Transport reactions
MAR05414,-0.252424513,0,Transport reactions
MAR06987,-0.007168322,0,Transport reactions
MAR08359,-0.01,0,Transport reactions
MAR08860,0,0.047748165,Transport reactions
MAR08926,-0.056257884,0,Transport reactions
MAR09678,0,0.277054033,Transport reactions
MAR01089,0,0,Transport reactions
MAR01090,0,0,Transport reactions
MAR01094,0,0,Transport reactions
MAR04893,-0.814899749,0.815863054,Transport reactions
MAR04916,0,0,Transport reactions
MAR07665,-0.814373408,0,Transport reactions
MAR07764,-0.814891054,0.814891054,Transport reactions
MAR08837,-0.814891054,0.814306222,Transport reactions
MAR08838,-0.814891054,0.814900377,Transport reactions
MAR08839,-0.271630351,0,Transport reactions
MAR08843,-0.814278694,0,Transport reactions
MAR08845,-0.001080643,0,Transport reactions
MAR08871,-0.001080643,0,Transport reactions
MAR08894,-0.814278773,0,Transport reactions
MAR08918,-0.814278773,0,Transport reactions
MAR09673,0,0.001080644,Transport reactions
MAR09674,0,0.814891562,Transport reactions
MAR00791,-0.814278932,0.407139601,Transport reactions
MAR00796,0,0.261286972,Transport reactions
MAR00798,-0.825648499,-0.011146716,Transport reactions
MAR02101,0,0,Transport reactions
MAR04962,0,0.23272261,Transport reactions
MAR05224,0,0.000463096,Transport reactions
MAR07252,0,5.40E-05,Transport reactions
MAR07283,0,0.01,Transport reactions
MAR07430,0,0.082732563,Transport reactions
MAR07470,-0.461585208,0.385206993,Transport reactions
MAR07732,-0.814286959,0,Transport reactions
MAR07770,-0.22991415,0,Transport reactions
MAR07907,0,0.026444846,Transport reactions
MAR07927,-0.135713213,0,Transport reactions
MAR08131,-0.135713213,0,Transport reactions
MAR08134,-0.135713213,0,Transport reactions
MAR08196,0,0.46158083,Transport reactions
MAR08202,-1.101543279,-0.140882704,Transport reactions
MAR08244,-0.22991444,0,Transport reactions
MAR08370,0.191455988,1.423440986,Transport reactions
MAR08531,0,0,Transport reactions
MAR08765,0.011146716,0.832944914,Transport reactions
MAR08858,-0.385202728,0.461579887,Transport reactions
MAR08875,0,0.026217506,Transport reactions
MAR08885,0.011146716,0.418733468,Transport reactions
MAR09672,0.011146716,0.418733468,Transport reactions
MAR05045,-0.005836297,0.320486276,Transport reactions
MAR05249,0,0.160989619,Transport reactions
MAR05250,0,0,Transport reactions
MAR05251,0,0,Transport reactions
MAR05255,0,0,Transport reactions
MAR09738,0,0.000127686,Transport reactions
MAR09739,0,0.000127686,Transport reactions
MAR09740,0,0.000127686,Transport reactions
MAR09741,0,0.000127686,Transport reactions
MAR09742,0,0.000127686,Transport reactions
MAR09743,0,0.000127686,Transport reactions
MAR09744,0,0.001213014,Transport reactions
MAR09745,0,0.000127686,Transport reactions
MAR09746,0,0.000127686,Transport reactions
MAR09747,0,0.000127686,Transport reactions
MAR09748,0,0.000127686,Transport reactions
MAR09749,0,0.000127686,Transport reactions
MAR09750,0,0.000127686,Transport reactions
MAR09751,0,0.000127686,Transport reactions
MAR09752,0,0.000127686,Transport reactions
MAR09753,0,0.000127686,Transport reactions
MAR09754,0,0.000127686,Transport reactions
MAR09755,0,0.000127686,Transport reactions
MAR09756,0,0.000127686,Transport reactions
MAR09757,0,0.000127686,Transport reactions
MAR09758,0,0.000127686,Transport reactions
MAR09759,0,0.000127686,Transport reactions
MAR09760,0,0.000127686,Transport reactions
MAR09761,0,0.0004469,Transport reactions
MAR09762,0,0.034570911,Transport reactions
MAR09763,0,0.000127686,Transport reactions
MAR09764,0,0.000127686,Transport reactions
MAR09765,0,0.000127686,Transport reactions
MAR09766,0,0.000127686,Transport reactions
MAR09767,0,0.000127686,Transport reactions
MAR09768,0,0.007980358,Transport reactions
MAR09769,0,0.008874158,Transport reactions
MAR09770,0,0.006863108,Transport reactions
MAR09771,0,0.001883364,Transport reactions
MAR09772,0,0.000127686,Transport reactions
MAR09773,0,0.000127686,Transport reactions
MAR09774,0,0.003702886,Transport reactions
MAR09775,0,0.000925722,Transport reactions
MAR09776,0,0.000127686,Transport reactions
MAR09777,0,0.000127686,Transport reactions
MAR09778,0,0.000127686,Transport reactions
MAR09779,0,0.061129542,Transport reactions
MAR09780,0,0.0026814,Transport reactions
MAR09781,0,0.000127686,Transport reactions
MAR09782,0,0.000127686,Transport reactions
MAR09783,0,0.00424555,Transport reactions
MAR09784,0,0.000127686,Transport reactions
MAR09785,0,0.000127686,Transport reactions
MAR09786,0,0.049318613,Transport reactions
MAR09787,0,0.003670965,Transport reactions
MAR09788,0,0.070865579,Transport reactions
MAR09789,0,0.006990794,Transport reactions
MAR09790,0,0.000127686,Transport reactions
MAR09791,0,0.000127686,Transport reactions
MAR09792,0,0.047818305,Transport reactions
MAR09793,0,0.000798036,Transport reactions
MAR09794,0,0.000127686,Transport reactions
MAR09795,0,0.000127686,Transport reactions
MAR09796,0,0.000127686,Transport reactions
MAR00732,0,0,Transport reactions
MAR07331,-0.814286718,0.026444846,Transport reactions
MAR07793,-1.846340194,0,Transport reactions
MAR08145,-0.203569673,0.461580751,Transport reactions
MAR08153,0,0,Transport reactions
MAR08157,0,0,Transport reactions
MAR08195,-0.46158011,0,Transport reactions
MAR08215,-0.407139347,0,Transport reactions
MAR08230,0,0,Transport reactions
MAR08232,0,0,Transport reactions
MAR08241,-0.838002288,0,Transport reactions
MAR08252,0,0,Transport reactions
MAR08289,0,0,Transport reactions
MAR08296,0,0,Transport reactions
MAR08303,0,0,Transport reactions
MAR08310,0,0,Transport reactions
MAR08524,-0.407143343,0,Transport reactions
MAR08793,0,0.229915861,Transport reactions
MAR08834,-2.21E-20,0.961463993,Transport reactions
MAR08880,0,0,Transport reactions
MAR08897,0,0,Transport reactions
MAR08900,0,0,Transport reactions
